
6.A.	SYSTEMS, EQUIPMENT AND COMPONENTS
6.A.5.c.1.	Output wavelength less than 600 nm and any of the following:
6.A.5.c.1.a.	Output energy exceeding 50 mJ per pulse and "peak power" exceeding 1 W; or
6.A.5.c.1.b.	Average or CW output power exceeding 1 W;
6.A.5.c.1.Note.	6.A.5.c.1. does not apply to dye "lasers" or other liquid "lasers", having a multimode output and a wavelength of 150 nm or more but not exceeding 600 nm and all of the following:
6.A.5.c.1.Note.1.	Output energy less than 1.5 J per pulse or a "peak power" less than 20 W; and
6.A.5.c.1.Note.2.	Average or CW output power less than 20 W.

6.A.5.c.2.	Output wavelength of 600 nm or more but not exceeding 1,400 nm, and any of the following:
6.A.5.c.2.a.	Output energy exceeding 1 J per pulse and "peak power" exceeding 20 W; or
6.A.5.c.2.b.	Average or CW output power exceeding 20 W; or
6.A.5.c.3.	Output wavelength exceeding 1,400 nm and any of the following:
6.A.5.c.3.a.	Output energy exceeding 50 mJ per pulse and "peak power" exceeding 1 W; or
6.A.5.c.3.b.	Average or CW output power exceeding 1 W;

6.A.5.d.	Other "lasers", not specified by 6.A.5.a., 6A.5.b. or 6.A.5.c. as follows:
6.A.5.d.1.	Semiconductor "lasers" as follows:
6.A.5.d.1.Note 1.	6.A.5.d.1. includes semiconductor "lasers" having optical output connectors (e.g. fibre optic pigtails).
6.A.5.d.1.Note 2.	The status of semiconductor "lasers" specially designed for other equipment is determined by the status of the other equipment.

6.A.5.d.1.a.	Individual single-transverse mode semiconductor "lasers" having any of the following:
6.A.5.d.1.a.1.	Wavelength equal to or less than 1,510 nm and average or CW output power, exceeding 1.5 W; or
6.A.5.d.1.a.2.	Wavelength greater than 1,510 nm and average or CW output power, exceeding 500 mW;
6.A.5.d.1.b.	Individual multiple-transverse mode semiconductor "lasers" having any of the following:
6.A.5.d.1.b.1.	Wavelength of less than 1,400 nm and average or CW output power, exceeding 15 W;
6.A.5.d.1.b.2.	Wavelength equal to or greater than 1,400 nm and less than 1,900 nm and average or CW output power, exceeding 2.5 W; or
6.A.5.d.1.b.3.	Wavelength equal to or greater than 1,900 nm and average or CW output power, exceeding 1 W;

6.A.5.d.1.c.	Individual semiconductor "laser" 'bars' having any of the following:
6.A.5.d.1.c.1.	Wavelength of less than 1,400 nm and average or CW output power, exceeding 100 W;
6.A.5.d.1.c.2.	Wavelength equal to or greater than 1,400 nm and less than 1,900 nm and average or CW output power, exceeding 25 W; or
6.A.5.d.1.c.3.	Wavelength equal to or greater than 1,900 nm and average or CW output power, exceeding 10 W;
6.A.5.d.1.d.	Semiconductor "laser" 'stacked arrays' (two-dimensional arrays) having any of the following:
6.A.5.d.1.d.1.	Wavelength less than 1,400 nm and having any of the following:
6.A.5.d.1.d.1.a.	Average or CW total output power less than 3 kW and having average or CW output 'power density' greater than 500 W/cm2;
6.A.5.d.1.d.1.b.	Average or CW total output power equal to or exceeding 3 kW but less than or equal to 5 kW, and having average or CW output 'power density' greater than 350W/cm2;
6.A.5.d.1.d.1.c.	Average or CW total output power exceeding 5 kW;
6.A.5.d.1.d.1.d.	Peak pulsed 'power density' exceeding 2,500 W/cm2; or
6.A.5.d.1.d.1.d.Note.	6.A.5.d.1.d.1.d. does not apply to epitaxially-fabricated monolithic devices.
6.A.5.d.1.d.1.e.	Spatially coherent average or CW total output power, greater than 150 W;

6.A.5.d.1.d.2.	Wavelength greater than or equal to 1,400 nm but less than 1,900 nm, and having any of the following:
6.A.5.d.1.d.2.a.	Average or CW total output power less than 250 W and average or CW output 'power density' greater than 150 W/cm2;
6.A.5.d.1.d.2.b.	Average or CW total output power equal to or exceeding 250 W but less than or equal to 500 W, and having average or CW output 'power density' greater than 50W/cm2;
6.A.5.d.1.d.2.c.	Average or CW total output power exceeding 500 W;
6.A.5.d.1.d.2.d.	Peak pulsed 'power density' exceeding 500 W/cm2; or 
6.A.5.d.1.d.2.d.Note.	6.A.5.d.1.d.2.d. does not apply to epitaxially-fabricated monolithic devices.
6.A.5.d.1.d.2.e.	Spatially coherent average or CW total output power, exceeding 15 W;

6.A.5.d.1.d.3.	Wavelength greater than or equal to 1,900 nm and having any of the following:
6.A.5.d.1.d.3.a.	Average or CW output 'power density' greater than 50 W/cm2; 
6.A.5.d.1.d.3.b.	Average or CW output power greater than 10 W; or
6.A.5.d.1.d.3.c.	Spatially coherent average or CW total output power, exceeding 1.5 W; or

6.A.5.d.1.d.4.	At least one "laser" 'bar' specified by 6.A.5.d.1.c.;

6.A.5.d.1.d.4.Technical Note.	For the purposes of 6.A.5.d.1.d., 'power density' means  the total "laser" output power divided by the emitter surface area of the 'stacked array'.

6.A.5.d.1.e.	Semiconductor "laser" 'stacked arrays', other than those specified by 6.A.5.d.1.d., having all of the following: 
6.A.5.d.1.e.1.	Specially designed or modified to be combined with other 'stacked arrays' to form a larger 'stacked array'; and
6.A.5.d.1.e.2.	Integrated connections, common for both electronics and cooling; 
6.A.5.d.1.e.Note 1.	'Stacked arrays', formed by combining semiconductor "laser" 'stacked arrays' specified by 6.A.5.d.1.e., that are not designed to be further combined or modified are specified by 6.A.5.d.1.d.
6.A.5.d.1.e.Note 2.	'Stacked arrays', formed by combining semiconductor "laser" 'stacked arrays' specified by 6.A.5.d.1.e., that are designed to be further combined or modified are specified by 6.A.5.d.1.e.
6.A.5.d.1.e.Note 3.	6.A.5.d.1.e. does not apply to modular assemblies of single 'bars' designed to be fabricated into end-to-end stacked linear arrays.


6.A.5.d.1.e.Technical Notes.1.	Semiconductor "lasers" are commonly called "laser" diodes.
6.A.5.d.1.e.Technical Notes.2.	A 'bar' (also called a semiconductor "laser" 'bar', a "laser" diode 'bar' or diode 'bar') consists of multiple semiconductor "lasers" in a one-dimensional array.
6.A.5.d.1.e.Technical Notes.3.	A 'stacked array' consists of multiple 'bars' forming a two-dimensional array of semiconductor "lasers".

6.A.5.d.2.	Carbon monoxide (CO) "lasers" having any of the following:
6.A.5.d.2.a.	Output energy exceeding 2 J per pulse and "peak power" exceeding 5 kW; or
6.A.5.d.2.b.	Average or CW output power exceeding 5 kW;

6.A.5.d.3.	Carbon dioxide (CO2) "lasers" having any of the following:
6.A.5.d.3.a.	CW output power exceeding 15 kW;
6.A.5.d.3.b.	Pulsed output with a "pulse duration" exceeding 10 µs and any of the following:
6.A.5.d.3.b.1.	"Average output power" exceeding 10 kW; or
6.A.5.d.3.b.2.	"Peak power" exceeding 100 kW; or
6.A.5.d.3.c.	Pulsed output with a "pulse duration" equal to or less than 10 µs and any of the following:
6.A.5.d.3.c.1.	Pulse energy exceeding 5 J per pulse; or
6.A.5.d.3.c.2.	"Average output power" exceeding 2.5 kW;

6.A.5.d.4.	Excimer "lasers" having any of the following:
6.A.5.d.4.a.	Output wavelength not exceeding 150 nm and any of the following:
6.A.5.d.4.a.1.	Output energy exceeding 50 mJ per pulse; or
6.A.5.d.4.a.2.	"Average output power" exceeding 1 W;

6.A.5.d.4.b.	Output wavelength exceeding 150 nm but not exceeding 190 nm and any of the following:
6.A.5.d.4.b.1.	Output energy exceeding 1.5 J per pulse; or
6.A.5.d.4.b.2.	"Average output power" exceeding 120 W;
6.A.5.d.4.c.	Output wavelength exceeding 190 nm but not exceeding 360 nm and any of the following:
6.A.5.d.4.c.1.	Output energy exceeding 10 J per pulse; or
6.A.5.d.4.c.2.	"Average output power" exceeding 500 W; or
6.A.5.d.4.d.	Output wavelength exceeding 360 nm and any of the following:
6.A.5.d.4.d.1.	Output energy exceeding 1.5 J per pulse; or
6.A.5.d.4.d.2.	"Average output power" exceeding 30 W;
6.A.5.d.4.N.B.	For excimer "lasers" specially designed for lithography equipment, see 3.B.1.

6.A.5.d.5.	"Chemical lasers" as follows:
6.A.5.d.5.a.	Hydrogen Fluoride (HF) "lasers";
6.A.5.d.5.b.	Deuterium Fluoride (DF) "lasers";
6.A.5.d.5.c.	'Transfer lasers' as follows:
6.A.5.d.5.c.1.	Oxygen Iodine (O2-I) "lasers";
6.A.5.d.5.c.2.	Deuterium Fluoride-Carbon dioxide (DF-CO2) "lasers";

6.A.5.d.5.c.Technical Note.	'Transfer lasers' are "lasers" in which the lasing species are excited through the transfer of energy by collision of a non-lasing atom or molecule with a lasing atom or molecule species.

6.A.5.d.6.	'Non-repetitive pulsed' Nd: glass "lasers" having any of the following:
6.A.5.d.6.a.	"Pulse duration" not exceeding 1 s and output energy exceeding 50 J per pulse; or
6.A.5.d.6.b.	"Pulse duration" exceeding 1 s and output energy exceeding 100 J per pulse;

6.A.5.e.	Components as follows:
6.A.5.e.1.	Mirrors cooled either by 'active cooling' or by heat pipe cooling;

6.A.5.e.Technical Notes.	'Active cooling' is a cooling technique for optical components using flowing fluids within the subsurface (nominally less than 1 mm below the optical surface) of the optical component to remove heat from the optic.
6.A.5.e.2.	Optical mirrors or transmissive or partially transmissive optical or electro-optical components, other than fused tapered fibre combiners and Multi-Layer Dielectric gratings (MLDs), specially designed for use with specified "lasers";
6.A.5.e.2.Note.	Fibre combiners and MLDs are specified by 6.A.5.e.3.

6.A.5.e.3.	Fibre "laser" components as follows:
6.A.5.e.3.a.	Multimode to multimode fused tapered fibre combiners having all of the following:
6.A.5.e.3.a.1.	An insertion loss better (less) than or equal to 0.3 dB maintained at a rated total average or CW output power (excluding output power transmitted through the single mode core if present) exceeding 1,000 W; and
6.A.5.e.3.a.2.	Number of input fibres equal to or greater than 3;

6.A.5.e.3.b.	Single mode to multimode fused tapered fibre combiners having all of the following:
6.A.5.e.3.b.1.	An insertion loss better (less) than 0.5 dB maintained at a rated total average or CW output power exceeding 4,600 W;
6.A.5.e.3.b.2.	Number of input fibres equal to or greater than 3; and
6.A.5.e.3.b.3.	Having any of the following: 
6.A.5.e.3.b.3.a.	A Beam Parameter Product (BPP) measured at the output not exceeding 1.5 mm mrad for a number of input fibres less than or equal to 5; or
6.A.5.e.3.b.3.b.	A BPP measured at the output not exceeding 2.5 mm mrad for a number of input fibres greater than 5;
6.A.5.e.3.c.	MLDs having all of the following:
6.A.5.e.3.c.1.	Designed for spectral or coherent beam combination of 5 or more fibre "lasers"; and 
6.A.5.e.3.c.2.	CW "Laser" Induced Damage Threshold (LIDT) greater than or equal to 10 kW/cm2.

6.A.5.f.	Optical equipment as follows:
6.A.5.f.N.B.	For shared aperture optical elements, capable of operating in "Super-High Power Laser" ("SHPL") applications, see ML19. Note 2.d.*
6.A.5.f.1.	Not used since 2017
6.A.5.f.1.N.B.	For items previously specified by 6.A.5.f.1., see 6.A.4.f.
6.A.5.f.2.	"Laser" diagnostic equipment specially designed for dynamic measurement of "SHPL" system angular beam steering errors and having an angular "accuracy" of 10 µrad (microradians) or less (better);
6.A.5.f.3.	Optical equipment and components, specially designed for coherent beam combination in a phased-array "SHPL" system and having any of the following:
6.A.5.f.3.a.	An "accuracy" of 0.1 µm or less, for wavelengths greater than 1 µm; or
6.A.5.f.3.b.	An "accuracy" of λ/10 or less (better) at the designed wavelength, for wavelengths equal to or less than 1 µm;
6.A.5.f.4.	Projection telescopes specially designed for use with "SHPL" systems;

6.A.5.g.	'Laser acoustic detection equipment' having all of the following:
6.A.5.g.1.	CW "laser" output power equal to or exceeding 20 mW;
6.A.5.g.2.	"Laser" frequency stability equal to or better (less) than 10 MHz;
6.A.5.g.3.	"Laser" wavelengths equal to or exceeding 1,000 nm but not exceeding 2,000 nm;
6.A.5.g.4.	Optical system resolution better (less) than 1 nm; and
6.A.5.g.5.	Optical Signal to Noise ratio equal to or exceeding 103.

6.A.5.g.Technical Note.	'Laser acoustic detection equipment' is sometimes referred to as a "Laser" Microphone or Particle Flow Detection Microphone.

6.A.6.	MAGNETIC AND ELECTRIC FIELD SENSORS

6.A.6.	"Magnetometers", "magnetic gradiometers", "intrinsic magnetic gradiometers", underwater electric field sensors, "compensation systems", and specially designed components therefor, as follows:
6.A.6.Note.	6.A.6. does not apply to instruments specially designed for fishery applications or biomagnetic measurements for medical diagnostics.

6.A.6.a.	"Magnetometers" and subsystems, as follows:
6.A.6.a.1.	"Magnetometers" using "superconductive" (SQUID) "technology" and having any of the following:
6.A.6.a.1.a.	SQUID systems designed for stationary operation, without specially designed subsystems designed to reduce in-motion noise, and having a 'sensitivity' equal to or lower (better) than 50 fT (rms) per square root Hz at a frequency of 1 Hz; or
6.A.6.a.1.b.	SQUID systems having an in-motion-magnetometer 'sensitivity' lower (better) than 20 pT (rms) per square root Hz at a frequency of 1 Hz and specially designed to reduce in-motion noise;
6.A.6.a.2.	"Magnetometers" using optically pumped or nuclear precession (proton/Overhauser) "technology" having a 'sensitivity' lower (better) than 20 pT (rms) per square root Hz at a frequency of 1 Hz;
6.A.6.a.3.	"Magnetometers" using fluxgate "technology" having a 'sensitivity' equal to or lower (better) than 10 pT (rms) per square root Hz at a frequency of 1 Hz;
6.A.6.a.4.	Induction coil "magnetometers" having a 'sensitivity' lower (better) than any of the following: 
6.A.6.a.4.a.	0.05 nT (rms)/square root Hz at frequencies of less than 1 Hz;
6.A.6.a.4.b.	1 x 10$^{-3}$ nT (rms)/square root Hz at frequencies of 1 Hz or more but not exceeding 10 Hz; or
6.A.6.a.4.c.	1 x 10$^{-4}$ nT (rms)/square root Hz at frequencies exceeding 10 Hz;
6.A.6.a.5.	Fibre optic "magnetometers" having a 'sensitivity' lower (better) than 1 nT (rms) per square root Hz; 

6.A.6.b.	Underwater Electric Field Sensors having a 'sensitivity' lower (better) than 8 nanovolt per meter per square root Hz when measured at 1 Hz;

6.A.6.c.	"Magnetic gradiometers" as follows:
6.A.6.c.1.	"Magnetic gradiometers" using multiple "magnetometers" specified by 6.A.6.a.;
6.A.6.c.2.	Fibre optic "intrinsic magnetic gradiometers" having a magnetic gradient field 'sensitivity' lower (better) than 0.3 nT/m (rms) per square root Hz;
6.A.6.c.3.	"Intrinsic magnetic gradiometers", using "technology" other than fibre-optic "technology", having a magnetic gradient field 'sensitivity' lower (better) than 0.015 nT/m (rms) per square root Hz;

6.A.6.d.	"Compensation systems" for magnetic or underwater electric field sensors resulting in a performance equal to or better than the specified parameters of 6.A.6.a., 6.A.6.b., or 6.A.6.c.;

6.A.6.e.	Underwater electromagnetic receivers incorporating magnetic field sensors specified by 6.A.6.a. or underwater electric field sensors specified by 6.A.6.b.

6.A.6.Technical Note.	For the purposes of 6.A.6., 'sensitivity' (noise level) is the root mean square of the device-limited noise floor which is the lowest signal that can be measured.


6.A.7.	GRAVIMETERS

6.A.7.	Gravity meters (gravimeters) and gravity gradiometers, as follows:
6.A.7.a.	Gravity meters designed or modified for ground use and having a static "accuracy" of less (better) than 10 µGal;
6.A.7.a.Note.	6.A.7.a. does not apply to ground gravity meters of the quartz element (Worden) type.

6.A.7.b.	Gravity meters designed for mobile platforms and having all of the following:
6.A.7.b.1.	A static "accuracy" of less (better) than 0.7 mGal; and
6.A.7.b.2.	An in-service (operational) "accuracy" of less (better) than 0.7 mGal having a 'time-to-steady-state registration' of less than 2 minutes under any combination of attendant corrective compensations and motional influences;

6.A.7.b.Technical Note.	For the purposes of 6.A.7.b., 'time-to-steady-state registration' (also referred to as the gravimeter’s response time) is the time over which the disturbing effects of platform induced accelerations (high frequency noise) are reduced.

6.A.7.c.	Gravity gradiometers.

6.A.8.	RADAR

6.A.8.	Radar systems, equipment and assemblies, having any of the following, and specially designed components therefor:
6.A.8.Note.	6.A.8. does not apply to:
6.A.8.Note.	- Secondary Surveillance Radar (SSR);
6.A.8.Note.	- Civil Automotive Radar;
6.A.8.Note.	- Displays or monitors used for Air Traffic Control (ATC);
6.A.8.Note.	- Meteorological (weather) Radar;
6.A.8.Note.	- Precision Approach Radar (PAR) equipment conforming to ICAO standards and employing electronically steerable linear (1-dimensional) arrays or mechanically positioned passive antennae.

6.A.8.a.	Operating at frequencies from 40 GHz to 230 GHz and having any of the following:
6.A.8.a.1.	An average output power exceeding 100 mW; or
6.A.8.a.2.	Locating "accuracy" of 1 m or less (better) in range and 0.2 degree or less (better) in azimuth;
6.A.8.b.	A tunable bandwidth exceeding ± 6.25% of the 'centre operating frequency';

6.A.8.b.Technical Note.	The 'centre operating frequency' equals one half of the sum of the highest plus the lowest specified operating frequencies.

6.A.8.c.	Capable of operating simultaneously on more than two carrier frequencies;
6.A.8.d.	Capable of operating in synthetic aperture (SAR), inverse synthetic aperture (ISAR) radar mode, or sidelooking airborne (SLAR) radar mode;
6.A.8.e.	Incorporating electronically scanned array antennae;
6.A.8.e.Technical Note.
6.A.8.e.Technical Note.Electronically scanned array antennae are also known as electronically steerable array antennae.

6.A.8.f.	Capable of heightfinding non-cooperative targets;
6.A.8.g.	Specially designed for airborne (balloon or airframe mounted) operation and having Doppler "signal processing" for the detection of moving targets;
6.A.8.h.	Employing processing of radar signals and using any of the following:
6.A.8.h.1.	"Radar spread spectrum" techniques; or
6.A.8.h.2.	"Radar frequency agility" techniques;
6.A.8.i.	Providing ground-based operation with a maximum "instrumented range" exceeding 185 km;
6.A.8.i.Note.	6.A.8.i. does not apply to:
6.A.8.i.Note.a.	Fishing ground surveillance radar;
6.A.8.i.Note.b.	Ground radar equipment specially designed for enroute air traffic control and having all of the following:
6.A.8.i.Note.b.1.	A maximum "instrumented range" of 500 km or less;
6.A.8.i.Note.b.2.	Configured so that radar target data can be transmitted only one way from the radar site to one or more civil ATC centres;
6.A.8.i.Note.b.3.	Contains no provisions for remote control of the radar scan rate from the enroute ATC centre; and
6.A.8.i.Note.b.4.	Permanently installed.
6.A.8.i.Note.c.	Weather balloon tracking radars.

6.A.8.j.	Being "laser" radar or Light Detection and Ranging (LIDAR) equipment and having any of the following:
6.A.8.j.1.	"Space-qualified";
6.A.8.j.2.	Employing coherent heterodyne or homodyne detection techniques and having an angular resolution of less (better) than 20 µrad (microradians); or
6.A.8.j.3.	Designed for carrying out airborne bathymetric littoral surveys to International Hydrographic Organization (IHO) Order 1a Standard (5th Edition February 2008) for Hydrographic Surveys or better, and using one or more "lasers" with a wavelength exceeding 400 nm but not exceeding 600 nm;
6.A.8.j.Note 1.	LIDAR equipment specially designed for surveying is only specified by 6.A.8.j.3.
6.A.8.j.Note 2.	6.A.8.j. does not apply to LIDAR equipment specially designed for meteorological observation.
6.A.8.j.Note 3.	Parameters in the IHO Order 1a Standard 5th Edition February 2008 are summarized as follows:
6.A.8.j.Note 3.	Horizontal Accuracy (95% Confidence Level) = 5 m + 5% of depth.
6.A.8.j.Note 3.	Depth Accuracy for Reduced Depths (95% confidence level)
6.A.8.j.Note 3.	= ±√(a2+(b*d)2) where:
6.A.8.j.Note 3.	a = 0.5 m = constant depth error, i.e. the sum of all constant depth errors
6.A.8.j.Note 3.	b = 0.013 = factor of depth dependent error
6.A.8.j.Note 3.	b*d = depth dependent error, i.e. the sum of all depth dependent errors
6.A.8.j.Note 3.	d = depth
6.A.8.j.Note 3.	Feature Detection
6.A.8.j.Note 3.	= Cubic features > 2 m in depths up to 40 m; 
6.A.8.j.Note 3.	10% of depth beyond 40 m. 

6.A.8.k.	Having "signal processing" sub-systems using "pulse compression" and having any of the following:
6.A.8.k.1.	A "pulse compression" ratio exceeding 150; or
6.A.8.k.2.	A compressed pulse width of less than 200 ns; or
6.A.8.k.2.Note.	6.A.8.k.2. does not apply to two dimensional 'marine radar' or 'vessel traffic service’ radar , having all of the following:
6.A.8.k.2.Note.a.	"Pulse compression" ratio not exceeding 150;
6.A.8.k.2.Note.b.	Compressed pulse width of greater than 30 ns;
6.A.8.k.2.Note.c.	Single and rotating mechanically scanned antenna;
6.A.8.k.2.Note.d.	Peak output power not exceeding 250 W; and
6.A.8.k.2.Note.e.	Not capable of "frequency hopping".

6.A.8.l.	Having data processing sub-systems and having any of the following:
6.A.8.l.1.	'Automatic target tracking' providing, at any antenna rotation, the predicted target position beyond the time of the next antenna beam passage; or
6.A.8.l.1.Note.	6.A.8.l.1. does not apply to conflict alert capability in ATC systems, or 'marine radar'.

6.A.8.l.1.Technical Note.	'Automatic target tracking' is a processing technique that automatically determines and provides as output an extrapolated value of the most probable position of the target in real time.
6.A.8.l.2.	Not used since 2010
6.A.8.l.3.	Not used since 2010
6.A.8.l.4.	Configured to provide superposition and correlation, or fusion, of target data within six seconds from two or more 'geographically dispersed' radar sensors to improve the aggregate performance beyond that of any single sensor specified by 6.A.8.f. or 6.A.8.i.

6.A.8.l.4.Technical Note.Sensors are considered 'geographically dispersed' when each location is distant from any other more than 1,500 m in any direction. Mobile sensors are always considered 'geographically dispersed'.
6.A.8.l.4.N.B.	See also ML5.b.
6.A.8.l.Note.	6.A.8.l. does not apply to systems, equipment and assemblies used for 'vessel traffic services'.

6.A.8.Technical Notes.1.	For the purposes of 6.A.8., 'marine radar' is a radar that is used to navigate safely at sea, inland waterways or near-shore environments.
6.A.8.Technical Notes.2.	For the purposes of 6.A.8., 'vessel traffic service' is a vessel traffic monitoring and control service similar to air traffic control for "aircraft".


6.B.	TEST, INSPECTION AND PRODUCTION EQUIPMENT

6.B.1.	ACOUSTICS - None

6.B.2.	OPTICAL SENSORS
6.B.2.	Masks and reticles, specially designed for optical sensors specified by 6.A.2.a.1.b. or 6.A.2.a.1.d.

6.B.3.	CAMERAS - None

6.B.4.	OPTICS

6.B.4.	Optical equipment as follows:
6.B.4.a.	Equipment for measuring absolute reflectance to an "accuracy" of equal to or better than 0.1% of the reflectance value;
6.B.4.b.	Equipment other than optical surface scattering measurement equipment, having an unobscured aperture of more than 10 cm, specially designed for the non-contact optical measurement of a non-planar optical surface figure (profile) to an "accuracy" of 2 nm or less (better) against the required profile.
6.B.4.Note.	6.B.4. does not apply to microscopes.

6.B.5. 	LASERS - None

6.B.6. 	MAGNETIC AND ELECTRIC FIELD SENSORS - None

6.B.7.	GRAVIMETERS

6.B.7.	Equipment to produce, align and calibrate land-based gravity meters with a static "accuracy" of better than 0.1 mGal.

6.B.8.	RADAR

6.B.8.	Pulse radar cross-section measurement systems having transmit pulse widths of 100 ns or less, and specially designed components therefor.


6.C.	MATERIALS

6.C.1.	ACOUSTICS - None

6.C.2.	OPTICAL SENSORS

6.C.2.	Optical sensor materials as follows:
6.C.2.a.	Elemental tellurium (Te) of purity levels of 99.9995% or more;
6.C.2.b.	Single crystals (including epitaxial wafers) of any of the following:
6.C.2.b.1.	Cadmium zinc telluride (CdZnTe) with zinc content of less than 6% by 'mole fraction';

6.C.2.b.2.	Cadmium telluride (CdTe) of any purity level; or
6.C.2.b.3.	Mercury cadmium telluride (HgCdTe) of any purity level.

6.C.2.b.Technical Note.	'Mole fraction' is defined as the ratio of moles of ZnTe to the sum of the moles of CdTe and ZnTe present in the crystal.

6.C.3.	CAMERAS - None

6.C.4.	OPTICS

6.C.4.	Optical materials as follows:
6.C.4.a.	Zinc selenide (ZnSe) and zinc sulphide (ZnS) "substrate blanks", produced by the chemical vapour deposition process and having any of the following:
6.C.4.a.1.	A volume greater than 100 cm3; or
6.C.4.a.2.	A diameter greater than 80 mm and a thickness of 20 mm or more;

6.C.4.b.	Electro-optic materials and non-linear optical materials, as follows:
6.C.4.b.1.	Potassium titanyl arsenate (KTA) (CAS 59400-80-5);
6.C.4.b.2.	Silver gallium selenide (AgGaSe2, also known as AGSE) (CAS 12002-67-4);
6.C.4.b.3.	Thallium arsenic selenide (Tl3AsSe3, also known as TAS) (CAS 16142-89-5);
6.C.4.b.4.	Zinc germanium phosphide (ZnGeP2, also known as ZGP, zinc germanium biphosphide or zinc germanium diphosphide); or
6.C.4.b.5.	Gallium selenide (GaSe) (CAS 12024-11-2);

6.C.4.c.	Non-linear optical materials, other than those specified by 6.C.4.b., having any of the following:
6.C.4.c.1.	Having all of the following: 
6.C.4.c.1.a.	Dynamic (also known as non-stationary) third order non-linear susceptibility ((3), chi 3) of 10-6m2/V2 or more; and
6.C.4.c.1.b.	Response time of less than 1 ms; or
6.C.4.c.2.	Second order non-linear susceptibility ((2), chi 2) of 3.310-11 m/V or more;

6.C.4.d.	"Substrate blanks" of silicon carbide or beryllium beryllium (Be/Be) deposited materials, exceeding 300 mm in diameter or major axis length;

6.C.4.e.	Glass, including fused silica, phosphate glass, fluorophosphate glass, zirconium fluoride (ZrF4) (CAS 7783-64-4) and hafnium fluoride (HfF4) (CAS 13709-52-9) and having all of the following:
6.C.4.e.1.	A hydroxyl ion (OH-) concentration of less than 5 ppm;
6.C.4.e.2.	Integrated metallic purity levels of less than 1 ppm; and
6.C.4.e.3.	High homogeneity (index of refraction variance) less than 5 x 10$^{-6}$;

6.C.4.f.	Synthetically produced diamond material with an absorption of less than 10$^{-5}$ cm-1 for wavelengths exceeding 200 nm but not exceeding 14,000 nm.


6.C.5.	LASERS

6.C.5.	"Laser" materials as follows:
6.C.5.a.	Synthetic crystalline "laser" host material in unfinished form as follows:
6.C.5.a.1.	Titanium doped sapphire.
6.C.5.a.2.	Not used since 2012
6.C.5.b.	Rare-earth-metal doped double-clad fibres having any of the following:
6.C.5.b.1.	Nominal "laser" wavelength of 975 nm to 1,150 nm and having all of the following:  
6.C.5.b.1.a.	Average core diameter equal to or greater than 25 µm; and
6.C.5.b.1.b.	Core 'Numerical Aperture' ('NA') less than 0.065; or
6.C.5.b.1.Note.1	6.C.5.b.1. does not apply to double-clad fibres having an inner glass cladding diameter exceeding 150 µm and not exceeding 300 µm.
6.C.5.b.2.	Nominal "laser" wavelength exceeding 1,530 nm and having all of the following:
6.C.5.b.2.a.	Average core diameter equal to or greater than 20 µm; and
6.C.5.b.2.b.	Core 'NA' less than 0.1. 

6.C.5.Technical Notes.1.	For the purposes of 6.C.5., the core 'Numerical Aperture' ('NA') is measured at the emission wavelengths of the fibre.
6.C.5.Technical Notes.2.	6.C.5.b. includes fibres assembled with end caps.


6.C.6.	MAGNETIC AND ELECTRIC FIELD SENSORS - None

6.C.7.	GRAVIMETERS - None

6.C.8.	RADAR - None


6.D.	SOFTWARE

6.D.1.	"Software" specially designed for the "development" or "production" of equipment specified by 6.A.4., 6.A.5., 6.A.8. or 6.B.8.
6.D.2.	"Software" specially designed for the "use" of equipment specified by 6.A.2.b., 6.A.8. or 6.B.8.
6.D.3.	Other "software" as follows:

6.D.3.a.	ACOUSTICS

6.D.3.a.	"Software" as follows:
6.D.3.a.1.	"Software" specially designed for acoustic beam forming for the "real-time processing" of acoustic data for passive reception using towed hydrophone arrays;
6.D.3.a.2.	"Source code" for the "real-time processing" of acoustic data for passive reception using towed hydrophone arrays;
6.D.3.a.3.	"Software" specially designed for acoustic beam forming for the "real-time processing" of acoustic data for passive reception using bottom or bay cable systems;

6.D.3.a.4.	"Source code" for the "real-time processing" of acoustic data for passive reception using bottom or bay cable systems;
6.D.3.a.5.	"Software" or "source code", specially designed for all of the following:
6.D.3.a.5.a.	"Real-time processing" of acoustic data from sonar systems specified by 6.A.1.a.1.e.; and
6.D.3.a.5.b.	Automatically detecting, classifying and determining the location of divers or swimmers;
6.D.3.a.5.b.N.B.	For diver detection "software" or "source code", specially designed or modified for military use, see the Munitions List.

6.D.3.b.	OPTICAL SENSORS – None

6.D.3.c.	CAMERAS

6.D.3.c.	"Software" designed or modified for cameras incorporating "focal plane arrays" specified by 6.A.2.a.3.f. and designed or modified to remove a frame rate restriction and allow the camera to exceed the frame rate specified in 6.A.3.b.4. Note 3.a.

6.D.3.d.	OPTICS

6.D.3.d.	"Software" specially designed to maintain the alignment and phasing of segmented mirror systems consisting of mirror segments having a diameter or major axis length equal to or larger than 1 m;

6.D.3.e.	LASERS – None

6.D.3.f.	MAGNETIC AND ELECTRIC FIELD SENSORS

6.D.3.f.	"Software" as follows:
6.D.3.f.1.	"Software" specially designed for magnetic and electric field "compensation systems" for magnetic sensors designed to operate on mobile platforms;
