Geschäftsnummer,Bestimmungsland,Güterart,Geschäftstyp,Richtung,Exportkontrollnummer [EKN],Wert [CHF],,
8007380,Singapur,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b2
2B201.a1",200639,,
8007379,Singapur,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b2
2B201.a1",200639,,
8007378,Singapur,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b2
2B201.a1",200639,,
8007376,Singapur,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b2
2B201.a1",200639,,
8007434,Singapur,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C231,4400,,
8006506,Singapur,Dual Use Güter,Einzelbewilligung,Ausfuhr,2b201.a1,241760,,
8007903,Singapur,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,3120,,
8007764,Slowakische Republik,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,278250,,
8006996,Slowakische Republik,Dual Use Güter,Einzelbewilligung,Ausfuhr,7A103.a1,20650,,
8006789,Slowenien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",194000,,
8006868,Slowenien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B206,8760,,
8006576,Slowenien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",236741.6,,
8007431,Spanien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,982.02,,
8006713,Spanien,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,4000,,
8006713,Spanien,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,2000,,
8007971,Südafrika,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,1651.72,,
8006631,Südafrika,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A001.g2,2046,,
8007444,Südafrika,Dual Use Güter,Einzelbewilligung,Ausfuhr,7A103.a1,330000,,
8007336,Südafrika,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,4620,,
8007336,Südafrika,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,5040,,
8008207,Tansania,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,10908,,
8006536,Thailand,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML15.c,328389,,
8007197,Thailand,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10,1600,,
8007197,Thailand,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10,10500,,
8006672,Thailand,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A001.a10c,50722,,
8006781,Thailand,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,1195,,
8006781,Thailand,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,658,,
8006940,Thailand,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,70000,,
8006940,Thailand,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,57000,,
8007770,Thailand,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML11.a,43260,,
8007822,Thailand,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,7245,,
8007822,Thailand,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,15212,,
8007822,Thailand,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,7040,,
8007884,Thailand,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A001.a10c,50712,,
8007424,Thailand,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,1195,,
8007424,Thailand,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,658,,
8008198,Tunesien,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML15.c,153923,,
8007266,Tunesien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,4875,,
8006682,Tunesien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,4875,,
8006654,Tunesien,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML15.c,298471,,
8006727,Tunesien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b2
2B201.a2",376439,,
8006973,Türkei,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,479000,,
8007913,Türkei,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a1,76200,,
8007917,Türkei,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.c,80500,,
8007421,Türkei,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,145329,,
8006730,Türkei,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,136275,,
8006729,Türkei,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,136275,,
8006728,Türkei,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,128704,,
8006725,Türkei,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,121674,,
8007552,Türkei,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML04,1818000,,
8007552,Türkei,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML04,2400000,,
8006724,Türkei,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,158680,,
8006501,Türkei,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,7770,,
8006501,Türkei,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,8960,,
8006501,Türkei,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,17552,,
8006501,Türkei,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,5202,,
8006501,Türkei,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,8960,,
8006501,Türkei,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,4658,,
8006501,Türkei,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.f1,10778,,
8006501,Türkei,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,17552,,
8006675,Uganda,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D002.c1,782,,
8006675,Uganda,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,328693,,
8004350,Ukraine,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001
2B201",1340025,,
8006778,Ukraine,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,556541,,
8004266,Ukraine,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",2511021,,
8007904,Ukraine,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,2125,,
8007904,Ukraine,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,802,,
8006644,Ungarn,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML16,75000,,
8008042,Ungarn,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML04.b,132000,,
8006515,Vereinigte Arabische Emirate,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,105000,,
8007614,Vereinigte Arabische Emirate,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,62126,,
8006985,Vereinigte Arabische Emirate,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,66442,,
8006986,Vereinigte Arabische Emirate,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,110050,,
8008114,Vereinigte Arabische Emirate,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.b1,334735,,
8006982,Vereinigte Arabische Emirate,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,61247,,
8006984,Vereinigte Arabische Emirate,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,66424,,
8006456,Vereinigte Arabische Emirate,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",250000,,
8006679,Vereinigte Arabische Emirate,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,120869,,
8004733,Vereinigte Arabische Emirate,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,16896,,
8004733,Vereinigte Arabische Emirate,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,7480,,
8004733,Vereinigte Arabische Emirate,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,8624,,
8007654,Vereinigte Arabische Emirate,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D002,0,,
8007507,Vereinigte Arabische Emirate,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,23400,,
8007347,Vereinigte Arabische Emirate,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,20000,,
8007347,Vereinigte Arabische Emirate,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,1400,,
8007347,Vereinigte Arabische Emirate,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,12000,,
8007353,Vereinigte Arabische Emirate,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,10000,,
8006518,Vereinigte Staaten von Amerika,Nukleargüter,Einzelbewilligung,Ausfuhr,0B001.b14b,29500,,
8006970,Vereinigte Staaten von Amerika,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML18.a,8423961,,
8008187,Vereinigte Staaten von Amerika,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML18.a,634048,,
8006747,Vereinigte Staaten von Amerika,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,1000,,
8006747,Vereinigte Staaten von Amerika,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,250,,
8006747,Vereinigte Staaten von Amerika,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,450,,
8006747,Vereinigte Staaten von Amerika,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,900,,
8006747,Vereinigte Staaten von Amerika,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,250,,
8006747,Vereinigte Staaten von Amerika,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,250,,
8006747,Vereinigte Staaten von Amerika,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,500,,
8006747,Vereinigte Staaten von Amerika,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,1500,,
8006747,Vereinigte Staaten von Amerika,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,250,,
8006747,Vereinigte Staaten von Amerika,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,1700,,
8006747,Vereinigte Staaten von Amerika,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,1400,,
8006747,Vereinigte Staaten von Amerika,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,1000,,
8006747,Vereinigte Staaten von Amerika,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,1500,,
8006747,Vereinigte Staaten von Amerika,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,300,,
8006747,Vereinigte Staaten von Amerika,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,1700,,
8006747,Vereinigte Staaten von Amerika,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,500,,
8006747,Vereinigte Staaten von Amerika,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,250,,
8006747,Vereinigte Staaten von Amerika,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,250,,
8006747,Vereinigte Staaten von Amerika,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,400,,
8007163,Vereinigte Staaten von Amerika,Nukleargüter,Einzelbewilligung,Ausfuhr,0B001.b141b,41000,,
8007780,Vereinigte Staaten von Amerika,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,3164,,
8007780,Vereinigte Staaten von Amerika,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,414,,
8007780,Vereinigte Staaten von Amerika,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,1792,,
8007780,Vereinigte Staaten von Amerika,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,3164,,
8006478,Vereinigte Staaten von Amerika,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML18.a,42746000,,
8007475,Vereinigte Staaten von Amerika,Nukleargüter,Einzelbewilligung,Ausfuhr,0B001.b141b,110000,,
8006606,Vereinigte Staaten von Amerika,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,360000,,
8007014,Vereinigte Staaten von Amerika,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,5000,,
8007013,Vereinigte Staaten von Amerika,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,8500,,
8006702,Vereinigte Staaten von Amerika,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,150000,,
8007790,Vereinigte Staaten von Amerika,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,500000,,
8007991,Vereinigte Staaten von Amerika,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML18.a,2278481,,
8007236,Vereinigte Staaten von Amerika,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML13,10,,
8006811,Vietnam,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b2
2B201.a1",211161,,
8007482,Vietnam,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.b1,124688,,
8002389,Vietnam,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.b1,133552,,
8006732,Vietnam,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,8968.63,,
8007295,Vietnam,"Besondere militärische Güter
Besondere militärische Güter",Einzelbewilligung,Ausfuhr,"ML13
ML22",5000000,,
8006715,Vietnam,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,2000,,
8006715,Vietnam,Nukleargüter,Einzelbewilligung,Ausfuhr,0C003,18000,,
8006361,Vietnam,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,16320,,
8006361,Vietnam,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.f1,10030,,
8006361,Vietnam,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,8330,,
