Geschäftsnummer,Ausstellungsdatum,Bestimmungsland,Güterart,Geschäftsart,EKN,Wert [CHF]
8001540,16.02.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",911226
8001892,16.02.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B201.b,462000
8001591,16.02.2015,Russische Föderation,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",2055778
8001895,16.02.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",2943804
8001898,16.02.2015,Indien,Dual Use Güter,Ausfuhr,6A002.c1,22922
8001908,17.02.2015,Singapur,Dual Use Güter,Ausfuhr,1C231,4100
8001909,17.02.2015,"China, Taiwan",National kontrollierte Güter,Ausfuhr,5.1,3400
8001909,17.02.2015,"China, Taiwan",National kontrollierte Güter,Ausfuhr,5.1,170
8001909,17.02.2015,"China, Taiwan",National kontrollierte Güter,Ausfuhr,5.1,3171
8001909,17.02.2015,"China, Taiwan",National kontrollierte Güter,Ausfuhr,5.1,212
8001909,17.02.2015,"China, Taiwan",National kontrollierte Güter,Ausfuhr,5.1,2512
8001915,17.02.2015,Brasilien,Besondere militärische Güter,Ausfuhr,ML14,31850
8001915,17.02.2015,Brasilien,Besondere militärische Güter,Ausfuhr,ML14,620
8001870,17.02.2015,Deutschland,Nukleargüter,Ausfuhr,0C003,1500000
8001870,17.02.2015,Deutschland,Nukleargüter,Ausfuhr,0C003,750000
8001902,17.02.2015,Vereinigte Staaten von Amerika,Nukleargüter,Ausfuhr,0C003,1500000
8001902,17.02.2015,Vereinigte Staaten von Amerika,Nukleargüter,Ausfuhr,0C003,300000
8001789,17.02.2015,Singapur,Besondere militärische Güter,Ausfuhr,ML04,6700
8001507,17.02.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2D001
2D202",156584
8001919,17.02.2015,Estland,Nukleargüter,Ausfuhr,0C003,5000
8001919,17.02.2015,Estland,Nukleargüter,Ausfuhr,0C003,2000
8001851,17.02.2015,Ägypten,Dual Use Güter,Ausfuhr,2B350.d5,11000
8001851,17.02.2015,Ägypten,Dual Use Güter,Ausfuhr,2B350.d2,10000
8001851,17.02.2015,Ägypten,Dual Use Güter,Ausfuhr,2B350.g2,22000
8001921,17.02.2015,Indien,Nukleargüter,Ausfuhr,0C003,5000
8001921,17.02.2015,Indien,Nukleargüter,Ausfuhr,0C003,30000
8001930,17.02.2015,Türkei,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001
2B201",450000
8001722,17.02.2015,"China, Volksrepublik",National kontrollierte Güter,Ausfuhr,5.1,6355
8001722,17.02.2015,"China, Volksrepublik",National kontrollierte Güter,Ausfuhr,5.1,3280
8001928,18.02.2015,Indien,Dual Use Güter,Ausfuhr,2D002,8021.2
8001922,18.02.2015,Israel,Dual Use Güter,Ausfuhr,6A005.A6.B2,695119
8001603,18.02.2015,Iran,Sanktionsgüter,Ausfuhr,III.A2.017.b,170000
8001900,18.02.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",1450000
8001920,18.02.2015,Saudi-Arabien,Dual Use Güter,Ausfuhr,2B001.a,429455.62
8001933,18.02.2015,Serbien,Dual Use Güter,Ausfuhr,2B001.b,5000
8001939,18.02.2015,Ungarn,Dual Use Güter,Ausfuhr,2B201.b,325638
8001939,18.02.2015,Ungarn,Dual Use Güter,Ausfuhr,2B201.b,162768
8001937,18.02.2015,Thailand,Dual Use Güter,Ausfuhr,3A001.a10c,49251
8001899,18.02.2015,Frankreich,Nukleargüter,Ausfuhr,0B001.b14,11000
8001943,18.02.2015,Israel,Dual Use Güter,Ausfuhr,2B350.g2,98000
8001945,18.02.2015,Italien,Dual Use Güter,Ausfuhr,2B350.g2,48300
8001944,18.02.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A001.a2c,720000
8001946,18.02.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A001.a2c,614400
8001934,19.02.2015,Lettland,Dual Use Güter,Ausfuhr,6A002.c1,74582
8001804,19.02.2015,Brasilien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",419543
8001923,19.02.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B201.a,109407
8001917,19.02.2015,Russische Föderation,Dual Use Güter,Ausfuhr,1B231,120000
8001966,20.02.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B201.a1
2B001.b2",1514291
8001432,20.02.2015,Malaysia,"Besondere militärische Güter
Besondere militärische Güter",Ausfuhr,"ML10
ML21",40000000
8001432,20.02.2015,Malaysia,Besondere militärische Güter,Ausfuhr,ML22,1
8001950,20.02.2015,Israel,Dual Use Güter,Ausfuhr,3A001.a10c,8161
8001960,23.02.2015,Russische Föderation,Dual Use Güter,Ausfuhr,1C233,4505
8001906,23.02.2015,Polen,National kontrollierte Güter,Ausfuhr,5.1,240.65
8001906,23.02.2015,Polen,National kontrollierte Güter,Ausfuhr,5.1,175.85
8001907,23.02.2015,Tschechische Republik,National kontrollierte Güter,Ausfuhr,5.1,777.7
8001972,23.02.2015,Israel,Dual Use Güter,Ausfuhr,3A001.a10c,4209
8001972,23.02.2015,Israel,Dual Use Güter,Ausfuhr,3A001.a10c,5100
8001969,23.02.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",241900
8001964,23.02.2015,Pakistan,Besondere militärische Güter,Ausfuhr,ML09.a,2418091
8001980,23.02.2015,Bulgarien,Dual Use Güter,Ausfuhr,2B201.b,546000
8001974,23.02.2015,Peru,National kontrollierte Güter,Ausfuhr,5.2,50000
8001974,23.02.2015,Peru,Besondere militärische Güter,Ausfuhr,ML08.a13a,120000
8001965,23.02.2015,Indonesien,Dual Use Güter,Ausfuhr,3A225,5198
8001978,24.02.2015,Israel,Dual Use Güter,Ausfuhr,2B001.b,645000
8001987,24.02.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,2170
8001987,24.02.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,1320
8001985,24.02.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,1320
8001998,24.02.2015,Südafrika,Besondere militärische Güter,Ausfuhr,ML04,16000
8002001,24.02.2015,Deutschland,Besondere militärische Güter,Ausfuhr,ML14,150000
8002002,24.02.2015,Kolumbien,Dual Use Güter,Ausfuhr,7A103.a1,881939.87
8001991,24.02.2015,Schweiz,National kontrollierte Güter,Ausfuhr,5.1,50
8001991,24.02.2015,Schweiz,National kontrollierte Güter,Ausfuhr,5.1,1500
8002004,24.02.2015,Singapur,Dual Use Güter,Ausfuhr,5D002.c1,745500
8002008,25.02.2015,Israel,Dual Use Güter,Ausfuhr,7A002,97451
8001975,25.02.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.a3,54400
8001975,25.02.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g1,7120
8001975,25.02.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g1,80868
8001975,25.02.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.a3,42300
8001975,25.02.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g1,21620
8001975,25.02.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g1,8880
8001975,25.02.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g1,14670
8001975,25.02.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.a3,52700
8001975,25.02.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g1,3740
8001975,25.02.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.b3,25100
8001975,25.02.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.d3,34480
8002007,25.02.2015,Belarus,Dual Use Güter,Ausfuhr,3A002.g2,78108.1
8001724,25.02.2015,Russische Föderation,Dual Use Güter,Ausfuhr,9A012.b,16500
8002000,25.02.2015,Singapur,National kontrollierte Güter,Ausfuhr,5.1,7623
8002011,25.02.2015,Israel,Dual Use Güter,Ausfuhr,2B350.g3,4250
8002013,25.02.2015,Mexiko,National kontrollierte Güter,Ausfuhr,5.1,9750
8002015,25.02.2015,Mexiko,Dual Use Güter,Ausfuhr,2B352.d,6302
8002020,25.02.2015,Israel,Dual Use Güter,Ausfuhr,2B001.a,267500
8002012,25.02.2015,Gabun,Dual Use Güter,Ausfuhr,5A002.a1,53000
8002022,25.02.2015,Brasilien,Besondere militärische Güter,Ausfuhr,ML10.a,9606.55
8002021,25.02.2015,Brasilien,Besondere militärische Güter,Ausfuhr,ML10.a,9606.55
8002023,25.02.2015,Brasilien,Besondere militärische Güter,Ausfuhr,ML10.a,9606.55
8002033,26.02.2015,Kolumbien,Dual Use Güter,Ausfuhr,5A002.a1a,4320
8002035,26.02.2015,"China, Volksrepublik",National kontrollierte Güter,Ausfuhr,5.1,428
8002035,26.02.2015,"China, Volksrepublik",National kontrollierte Güter,Ausfuhr,5.1,344
8002034,26.02.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2D001
2D202",96195
8002026,26.02.2015,Italien,Dual Use Güter,Ausfuhr,7B003,20000
8002028,26.02.2015,Russische Föderation,"Dual Use Güter
Dual Use Güter",Ausfuhr,"7B003
2B120",1229400
8002041,26.02.2015,Kroatien,Dual Use Güter,Ausfuhr,5D002.c1,40000
8002040,26.02.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,1490
8002036,26.02.2015,Thailand,Dual Use Güter,Ausfuhr,6A002.a2a,351570
8002038,27.02.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,7A003.c1,419043.75
8002042,27.02.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2B350.d3,15471.5
8001941,27.02.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B008.c,23400
8002045,27.02.2015,Deutschland,Besondere militärische Güter,Ausfuhr,ML06,107
8001938,27.02.2015,Pakistan,Dual Use Güter,Ausfuhr,5A001.h,81285
8002046,27.02.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2B350.d3,1317
8001942,27.02.2015,Qatar,Dual Use Güter,Ausfuhr,6A003.b4.c,10900
8002043,27.02.2015,Ukraine,"Dual Use Güter
Dual Use Güter",Ausfuhr,"7B003
2B120",528000
8002047,27.02.2015,Russische Föderation,Dual Use Güter,Ausfuhr,3A001.A.7.A,14346
8002047,27.02.2015,Russische Föderation,Dual Use Güter,Ausfuhr,3A001.A.7.A,13852
8002053,27.02.2015,Pakistan,Dual Use Güter,Ausfuhr,9A012.a,35000
8002052,02.03.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B001.a,160500
8002072,03.03.2015,Brasilien,Besondere militärische Güter,Ausfuhr,ML10.a,9606.55
8002076,03.03.2015,Frankreich,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",390746.4
8002064,03.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A002.g2,50848
8002081,03.03.2015,Österreich,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",20685
8002082,03.03.2015,Israel,Dual Use Güter,Ausfuhr,1C231,3300
8002086,03.03.2015,Ungarn,Dual Use Güter,Ausfuhr,2B201.a,170000
8001847,03.03.2015,Brasilien,Dual Use Güter,Ausfuhr,2B350.g1,1500
8002068,03.03.2015,Ungarn,Besondere militärische Güter,Ausfuhr,ML04,750000
8002071,03.03.2015,Libanon,Dual Use Güter,Ausfuhr,5A002.a1a,1100
8002071,03.03.2015,Libanon,Dual Use Güter,Ausfuhr,5A002.a1a,6600
8002069,03.03.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B001.a,67305
8002063,03.03.2015,Marokko,Dual Use Güter,Ausfuhr,6A002.c1,88827
8002092,04.03.2015,Serbien,Dual Use Güter,Ausfuhr,3A225,10608
8002094,04.03.2015,Ungarn,Dual Use Güter,Ausfuhr,2B201.b,348324
8002097,04.03.2015,Singapur,Besondere militärische Güter,Ausfuhr,ML10.c2,1250
8002054,04.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.a,467605
8002100,04.03.2015,Mexiko,National kontrollierte Güter,Ausfuhr,5.2,400
8002102,04.03.2015,Israel,Dual Use Güter,Ausfuhr,6A005.a6b2,556560
8002003,05.03.2015,Bahrain,National kontrollierte Güter,Ausfuhr,5.1,3175
8002003,05.03.2015,Bahrain,National kontrollierte Güter,Ausfuhr,5.1,1500
8002003,05.03.2015,Bahrain,National kontrollierte Güter,Ausfuhr,5.1,48
8002003,05.03.2015,Bahrain,National kontrollierte Güter,Ausfuhr,5.1,800
8002110,05.03.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B201.a.1
2B001.b.2",162000
8002109,05.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B001.a,236150
8002113,05.03.2015,Jordanien,Dual Use Güter,Ausfuhr,2B350.i7,61159.45
8002113,05.03.2015,Jordanien,Dual Use Güter,Ausfuhr,2B350.i7,7840.5
8002066,05.03.2015,Vereinigte Arabische Emirate,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B201.a1
2B001.b2",1245154
8002116,05.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2D002,34100
8002101,05.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,6A005.b6a2,200000
8002120,06.03.2015,Niederlande,National kontrollierte Güter,Ausfuhr,5.1,212.85
8002120,06.03.2015,Niederlande,National kontrollierte Güter,Ausfuhr,5.1,212.85
8002119,06.03.2015,Marshallinseln,Dual Use Güter,Ausfuhr,5A002,8041
8002119,06.03.2015,Marshallinseln,Dual Use Güter,Ausfuhr,5A002,957.8
8002123,06.03.2015,Indien,Dual Use Güter,Ausfuhr,2D002,7437.84
8002106,06.03.2015,Spanien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",279800
8002128,06.03.2015,Singapur,Dual Use Güter,Ausfuhr,2B201.b1,135000
8002127,06.03.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g2,329
8002127,06.03.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g2,729
8002131,09.03.2015,Indien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B201.a1
2B001.b2",1480000
8002140,09.03.2015,Italien,Dual Use Güter,Ausfuhr,2B350.g2,133000
8002138,09.03.2015,Brasilien,Besondere militärische Güter,Ausfuhr,ML10.c2,37300
8002141,09.03.2015,Mexiko,Dual Use Güter,Ausfuhr,3A225,5859.75
8002148,10.03.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,630
8002153,10.03.2015,Brasilien,Dual Use Güter,Ausfuhr,2B352.b,347745
8002154,10.03.2015,Indien,Dual Use Güter,Ausfuhr,2B352.b,4416500
8002155,10.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A001.g2,4306
8002105,10.03.2015,Deutschland,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",367072
8002157,10.03.2015,Deutschland,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",293615
8002159,10.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B001.A,171000
8002161,11.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,6A005.a5b,41528
8002151,11.03.2015,Qatar,National kontrollierte Güter,Ausfuhr,5.1,21500
8002158,12.03.2015,Deutschland,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",354328
8002130,12.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A001.a10c,14389
8002180,12.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2D002,53370.6
8002178,12.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2D002,17305.2
8002179,12.03.2015,Rumänien,Dual Use Güter,Ausfuhr,2B201.b1,136639
8002186,12.03.2015,Malaysia,Dual Use Güter,Ausfuhr,5A002.a1a,40000
8002162,12.03.2015,"China, Taiwan","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.c
2B201.b",345000
8002174,13.03.2015,Belarus,Nukleargüter,Ausfuhr,0C003,71390
8002189,13.03.2015,Indien,Dual Use Güter,Ausfuhr,7B003,2000
8002175,13.03.2015,Singapur,Dual Use Güter,Ausfuhr,6a002.c1,6515
8002175,13.03.2015,Singapur,Dual Use Güter,Ausfuhr,6A003.b4b,35000
8002156,13.03.2015,Thailand,Dual Use Güter,Ausfuhr,6A002.c1,54413.55
8002173,13.03.2015,Aserbaidschan,Dual Use Güter,Ausfuhr,6A002.c1,203770
8002193,13.03.2015,Kolumbien,National kontrollierte Güter,Ausfuhr,5.1,10075
8002193,13.03.2015,Kolumbien,National kontrollierte Güter,Ausfuhr,5.1,5700
8002193,13.03.2015,Kolumbien,National kontrollierte Güter,Ausfuhr,5.1,806
8002193,13.03.2015,Kolumbien,National kontrollierte Güter,Ausfuhr,5.1,649
8002193,13.03.2015,Kolumbien,National kontrollierte Güter,Ausfuhr,5.1,16210
8002193,13.03.2015,Kolumbien,National kontrollierte Güter,Ausfuhr,5.1,418
8002185,13.03.2015,Vereinigte Arabische Emirate,Dual Use Güter,Ausfuhr,3A225,10789
8002195,13.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A228.c,214400
8002181,16.03.2015,Libanon,Dual Use Güter,Ausfuhr,6A002.c1,21700
8002212,16.03.2015,Israel,Dual Use Güter,Ausfuhr,6A005.a6b2,605000
8002208,17.03.2015,Hongkong,Dual Use Güter,Ausfuhr,3A001.b2d,46350
8002218,17.03.2015,Frankreich,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",344455
8002222,17.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,1C233,3300
8002229,17.03.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,1335
8002229,17.03.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,1970
8002229,17.03.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,1300
8002231,17.03.2015,Litauen,Dual Use Güter,Ausfuhr,1C231,3400
8002224,17.03.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g2,1616
8002224,17.03.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g2,771
8002224,17.03.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g2,2455
8002117,17.03.2015,Libanon,Dual Use Güter,Ausfuhr,6A002.c1,68750
8002225,17.03.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g2,609
8002225,17.03.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g2,1819
8002227,17.03.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B350.g2,1748
8002234,17.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A001.a2c,11160
8002236,18.03.2015,Guatemala,Dual Use Güter,Ausfuhr,3A002.g2,46481.06
8002241,18.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A002.g2,89600
8002235,18.03.2015,Tschechische Republik,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",1113000
8002248,18.03.2015,Österreich,National kontrollierte Güter,Ausfuhr,5.1,364.05
8002247,18.03.2015,Schweiz,Dual Use Güter,Ausfuhr,2B201.a,319520
8002257,18.03.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.a1
2B001.a2",190497
8002263,18.03.2015,Österreich,National kontrollierte Güter,Ausfuhr,5.1,462.85
8002258,18.03.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2B201.a.1,325484
8002266,18.03.2015,Israel,Dual Use Güter,Ausfuhr,6A005.a6b2,925000
8002207,18.03.2015,Mexiko,Dual Use Güter,Ausfuhr,6A003.b4b,35000
8002207,18.03.2015,Mexiko,Besondere militärische Güter,Ausfuhr,ML15.b,30000
8002250,18.03.2015,Bahrain,Dual Use Güter,Ausfuhr,5A001.h,7230
8002262,19.03.2015,Ukraine,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",780000
8002253,19.03.2015,Saudi-Arabien,Dual Use Güter,Ausfuhr,7B003,84900
8002223,19.03.2015,Mexiko,Dual Use Güter,Ausfuhr,6a002.c1,9261
8002223,19.03.2015,Mexiko,Dual Use Güter,Ausfuhr,6a002.c1,5700
8002223,19.03.2015,Mexiko,Dual Use Güter,Ausfuhr,6A002.c1,7100
8002223,19.03.2015,Mexiko,Dual Use Güter,Ausfuhr,6A002.c1,21175
8002230,19.03.2015,Vietnam,National kontrollierte Güter,Ausfuhr,5.1,6810
8002230,19.03.2015,Vietnam,National kontrollierte Güter,Ausfuhr,5.1,6375
8002230,19.03.2015,Vietnam,National kontrollierte Güter,Ausfuhr,5.1,7865
8002269,19.03.2015,Niederlande,Dual Use Güter,Ausfuhr,2B350.g2,7194
8002271,19.03.2015,"Korea, Republik (Südkorea)",Besondere militärische Güter,Ausfuhr,ML10.c.2,360000
8002271,19.03.2015,"Korea, Republik (Südkorea)",Besondere militärische Güter,Ausfuhr,ML10.c.2,20000
8002271,19.03.2015,"Korea, Republik (Südkorea)",Besondere militärische Güter,Ausfuhr,ML10.c.2,20000
8002111,19.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.a1,231274
8001506,19.03.2015,Indien,Dual Use Güter,Ausfuhr,3A001.a2,11000
8002215,19.03.2015,Kuwait,Dual Use Güter,Ausfuhr,6A002.c1,20220
8002215,19.03.2015,Kuwait,Dual Use Güter,Ausfuhr,6A002.c1,22850
8002215,19.03.2015,Kuwait,Dual Use Güter,Ausfuhr,6A002.c1,16135
8002145,19.03.2015,Usbekistan,Dual Use Güter,Ausfuhr,6A002.c1,24006
8002107,19.03.2015,Russische Föderation,Dual Use Güter,Ausfuhr,1B231.a,352000
8002279,20.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B001.a,365400
8002147,20.03.2015,Belarus,National kontrollierte Güter,Ausfuhr,5.1,9180
8002147,20.03.2015,Belarus,National kontrollierte Güter,Ausfuhr,5.1,31460
8002278,20.03.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B001.a,206745
8002281,20.03.2015,Belarus,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",292950
8002280,20.03.2015,Belarus,Dual Use Güter,Ausfuhr,2B350.g2,1517
8002276,20.03.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B201.a,86559
8002275,20.03.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B201.a,127980
8002282,20.03.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B001,215550
8002292,20.03.2015,Frankreich,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a",380935
8002289,20.03.2015,Indien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.a1
2B001.a2",468844
8002291,20.03.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.c1
2B201.b1",1098600
8002284,20.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A228.c,334080
8002272,20.03.2015,Indien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",761000
8002303,23.03.2015,Hongkong,Dual Use Güter,Ausfuhr,3A001.a2c,86520
8000611,23.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,7A103.a,57524
8002205,23.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,5B001.a,46740
8002311,23.03.2015,Serbien,Dual Use Güter,Ausfuhr,3A225,10608
8002309,23.03.2015,Philippinen,National kontrollierte Güter,Ausfuhr,5.1,344
8002309,23.03.2015,Philippinen,National kontrollierte Güter,Ausfuhr,5.1,908
8002309,23.03.2015,Philippinen,National kontrollierte Güter,Ausfuhr,5.1,204
8002310,23.03.2015,Kuwait,Dual Use Güter,Ausfuhr,3A002.g2,44903
8002315,24.03.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2B350.d3,1090.8
8000648,24.03.2015,Südafrika,Dual Use Güter,Ausfuhr,6a002.c1,6500
8000648,24.03.2015,Südafrika,Dual Use Güter,Ausfuhr,6a002.c1,9860
8002319,24.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,1B231.b2,1700
8002319,24.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,1C235,21050
8002277,24.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B001.a,338370
8002323,24.03.2015,Bosnien-Herzegowina,Besondere militärische Güter,Ausfuhr,ML16,510000
8002302,24.03.2015,Russische Föderation,National kontrollierte Güter,Ausfuhr,5.1,3900
8002317,24.03.2015,Libanon,Dual Use Güter,Ausfuhr,9A012,35000
8002343,25.03.2015,Slowenien,National kontrollierte Güter,Ausfuhr,5.2,35000
8001891,25.03.2015,Vereinigte Arabische Emirate,Besondere militärische Güter,Ausfuhr,ML15.b,50000
8001891,25.03.2015,Vereinigte Arabische Emirate,Besondere militärische Güter,Ausfuhr,ML05.b,45000
8002167,25.03.2015,Mexiko,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",4168900
8002347,25.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.a1,238165
8002065,25.03.2015,Chile,National kontrollierte Güter,Ausfuhr,5.1,52000
8002338,25.03.2015,Vereinigte Staaten von Amerika,Nukleargüter,Ausfuhr,0B001,7500
8002337,25.03.2015,Libanon,Dual Use Güter,Ausfuhr,6a002.c1,646810
8002337,25.03.2015,Libanon,Dual Use Güter,Ausfuhr,6A002.c1,240000
8002351,26.03.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B005.d,1709000
8002358,26.03.2015,Italien,Dual Use Güter,Ausfuhr,2B350.g2,42000
8002360,26.03.2015,Deutschland,Besondere militärische Güter,Ausfuhr,ML06,28164
